T,Date,SPX_close,SPLRCT_close,SPLRCL_close,SPLRCM_close,SPLRCREC_close,SPLRCS_close,SPSY_close,SPNY_close,SPXHC_close,SPLRCD_close,SPLRCI_close,SPLRCU_close,VIX_close,SPX_R,SPX_log_r,SPLRCT_R,SPLRCT_log_r,SPLRCL_R,SPLRCL_log_r,SPLRCM_R,SPLRCM_log_r,SPLRCREC_R,SPLRCREC_log_r,SPLRCS_R,SPLRCS_log_r,SPSY_R,SPSY_log_r,SPNY_R,SPNY_log_r,SPXHC_R,SPXHC_log_r,SPLRCD_R,SPLRCD_log_r,SPLRCI_R,SPLRCI_log_r,SPLRCU_R,SPLRCU_log_r,SPX_vol20,SPX_vol60,SPX_vol20_div_vol60,SPX_vol20_normalized,SPX_vol20_div_vol60_normalized,VIX_close_normalized
0,2013-01-03,1459.4,474.9,150.3,241.55,152.9,369.15,227.23,544.85,472.09,385.02,336.38,180.88,14.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
1,2013-01-04,1466.5,472.3,151.23,244.39,153.63,370.35,230.09,550.56,474.24,386.34,338.78,181.86,13.83,0.004865013019048862,0.002107725399922264,-0.005474836807748928,-0.002384224005318393,0.006187624750498858,0.002678971570904782,0.011757400124197785,0.0050763895611098805,0.004774362328319096,0.0020685451417383712,0.0032507110930517285,0.0014094762291298202,0.01258636623685259,0.005432075620480619,0.010479948609708951,0.004527700043744661,0.0045542163570506345,0.001973380834683867,0.0034283933302165946,0.0014863858009337972,0.007134788037338657,0.0030875974488762834,0.00541795665634685,0.0023466374139626263,0.0034400836963302886,0.0034400836963302886,1.0,0.7071067811865476,,-0.7071067811865475
2,2013-01-07,1461.9,471.2,152.09,243.9,153.92,367.9,229.34,546.06,475.87,385.28,337.49,179.78,13.79,-0.0031367200818274185,-0.0013644012156138789,-0.002329028160067802,-0.0010126637976547094,0.0056867023738677094,0.002462707736136229,-0.0020049920209500418,-0.0008716310699178552,0.0018876521512724862,0.0008190241396792467,-0.006615363845011598,-0.0028825611564865694,-0.0032595940718849145,-0.0014179359239391474,-0.008173496076721885,-0.0035642905258190917,0.0034370782726045788,0.0014901447201121068,-0.002743697261479532,-0.001193210234056128,-0.0038077808607354735,-0.0016568546916484635,-0.01143736940503691,-0.004995810659729387,0.004031854353456431,0.004031854353456431,1.0,0.7078977226903695,,-0.622874245498371
3,2013-01-08,1457.2,470.0,148.0,244.34,153.77,367.03,228.74,545.19,475.85,384.29,334.83,179.45,13.62,-0.003214994185648844,-0.001398503531078766,-0.0025466893039048995,-0.0011074238433277487,-0.026891971858767856,-0.011838944498991798,0.0018040180401803925,0.0007827692273016145,-0.0009745322245320769,-0.00042344032920272316,-0.0023647730361511404,-0.0010282241186222818,-0.0026162030173541217,-0.0011376913995744286,-0.0015932315130203474,-0.0006924834443213566,-4.202828503579089e-05,-1.825303584946445e-05,-0.002569559800664328,-0.0011173818476846232,-0.00788171501377826,-0.003436546137787401,-0.0018355768161086466,-0.0007979134222779482,0.003798727067957164,0.003798727067957164,1.0,0.5179432954748349,,-0.7918733104046912
4,2013-01-09,1461.0,471.1,147.63,245.89,154.38,367.85,228.29,544.08,480.98,384.96,337.94,179.05,13.81,0.0026077408729069137,0.0011310533644184279,0.002340425531914942,0.0010152463025162792,-0.002500000000000031,-0.001087095641214186,0.006343619546533449,0.0027462974118834904,0.003966963647005171,0.001719422229455259,0.002234149797019454,0.0009691966660132241,-0.0019672991169013597,-0.0008552286721309891,-0.0020359874539151736,-0.0008851194685909941,0.010780708206367543,0.00465694436830204,0.0017434749798328321,0.0007565222657236414,0.009288295552967219,0.004015236885230005,-0.002229033156868082,-0.0009691373213368548,0.0035493844062495145,0.0035493844062495145,1.0,0.3499577342002688,,-0.3057667891682757
5,2013-01-10,1472.1,473.6,148.81,246.88,154.93,370.24,231.44,549.24,484.58,387.07,339.95,179.89,13.49,0.007597535934291519,0.0032870967662811056,0.005306728932286138,0.002298589476629678,0.007992955361376461,0.0034574969325500532,0.004026190573020494,0.0017450417661573213,0.003562637647363722,0.001544484283040494,0.006497213538126916,0.0028125768931376656,0.013798239081869577,0.005951532539689842,0.00948389942655486,0.004099396636800946,0.007484718699322146,0.0032384675824854514,0.0054810889443059375,0.002373906813050154,0.0059478013848611915,0.0025754457709330587,0.00469142697570497,0.0020326964438334826,0.004374871204163398,0.004374871204163398,1.0,0.7333787862359403,,-0.9675461863148493
6,2013-01-11,1472.0,475.0,148.24,246.42,154.92,371.48,230.65,550.46,483.52,387.63,338.7,180.01,13.36,-6.793016778745266e-05,-2.9502699097868625e-05,0.002956081081081033,0.0012819159100032338,-0.0038303877427591773,-0.00166671037545207,-0.0018632534024627672,-0.0008099554817769867,-6.454527851300152e-05,-2.8032562985613046e-05,0.003349178910976688,0.0014520996043400325,-0.0034134116833736262,-0.0014849616956409777,0.002221251183453549,0.0009636073207045564,-0.002187461306698589,-0.0009510429393341485,0.0014467667346991558,0.0006278687291241181,-0.003677011325194882,-0.0015998488654995376,0.000667074323197535,0.00028961011258497085,0.00403485868676828,0.00403485868676828,1.0,0.47844839972382563,,-1.0856422770299763
7,2013-01-14,1470.7,471.5,146.67,246.64,155.04,372.76,230.06,550.41,484.58,388.48,339.77,179.75,13.52,-0.0008831521739130126,-0.0003837175812706192,-0.007368421052631579,-0.003211912551519393,-0.010590933621155029,-0.004624114327343191,0.0008927846765684558,0.00038755848115579547,0.0007745933384973184,0.00033627139264496604,0.0034456767524495874,0.0014938661854942996,-0.00255798829395189,-0.0011123434889587303,-9.083312138950734e-05,-3.945011510916611e-05,0.0021922567835870334,0.000951042939334162,0.002192812733792593,0.0009512838572198503,0.0031591378801298885,0.0013698335398656288,-0.0014443642019887279,-0.0006277328494199443,0.00380993523200327,0.00380993523200327,1.0,0.3077913206836652,,-0.6152341289987314
8,2013-01-15,1472.3,468.9,145.3,246.75,155.81,373.93,230.97,552.49,483.81,391.15,340.87,180.3,13.55,0.0010879173182837486,0.00047221966667082083,-0.005514316012725393,-0.0024014643344978273,-0.00934069680234524,-0.004075677685476446,0.0004459941615310317,0.00019364962322256706,0.00496646026831792,0.002151567862521558,0.003138748792788969,0.001361006467692219,0.003955489872207236,0.0017144588932739124,0.0037790011082648226,0.0016381060718825772,-0.0015890049114696888,-0.0006906449292959675,0.006872940691927407,0.002974669522898948,0.003237484180475094,0.001403750429039667,0.003059805285118283,0.0013268276674817709,0.0035640813908234146,0.0035640813908234146,1.0,0.12510547723067114,,-0.4985889551594617
9,2013-01-16,1472.6,472.4,143.61,245.31,155.26,373.31,231.25,554.2,483.15,390.33,339.5,179.4,13.42,0.000203762820077399,8.848405380265533e-05,0.007464278097675411,0.003229656202627866,-0.011631108052305559,-0.005080932096410542,-0.005835866261398167,-0.002541908869906222,-0.003529940311918435,-0.001535745741813579,-0.0016580643435937328,-0.0007206858320486064,0.0012122786509070492,0.0005261670624694638,0.0030950786439574223,0.0013420996938106676,-0.0013641718856576446,-0.0005928567935969255,-0.0020963824619710937,-0.0009114029939569239,-0.004019127526623066,-0.0017490019970150296,-0.004991680532445955,-0.0021732880143286756,0.0033692928759272082,0.0033692928759272082,1.0,-0.022714522531046163,,-0.7953862636818505
