"Date","Price","Open","High","Low","Vol.","Change %"
"01/16/1997","127.65","127.65","127.65","127.65","","-0.19%"
"01/15/1997","127.89","127.89","127.89","127.89","","0.08%"
"01/14/1997","127.79","127.79","127.79","127.79","","0.41%"
"01/13/1997","127.27","127.27","127.27","127.27","","0.21%"
"01/10/1997","127.00","127.00","127.00","127.00","","0.10%"
"01/09/1997","126.87","126.87","126.87","126.87","","0.61%"
"01/08/1997","126.10","126.10","126.10","126.10","","0.06%"
"01/07/1997","126.02","126.02","126.02","126.02","","1.02%"
"01/06/1997","124.75","124.75","124.75","124.75","","-0.05%"
"01/03/1997","124.81","124.81","124.81","124.81","","0.36%"
"01/02/1997","124.36","124.36","124.36","124.36","","-0.85%"
"12/31/1996","125.42","125.42","125.42","125.42","","-0.96%"
"12/30/1996","126.63","126.63","126.63","126.63","","-0.23%"
"12/27/1996","126.92","126.92","126.92","126.92","","0.67%"
"12/26/1996","126.07","126.07","126.07","126.07","","0.19%"
"12/24/1996","125.83","125.83","125.83","125.83","","0.16%"
"12/23/1996","125.63","125.63","125.63","125.63","","-0.37%"
"12/20/1996","126.10","126.10","126.10","126.10","","0.73%"
"12/19/1996","125.18","125.18","125.18","125.18","","1.41%"
"12/18/1996","123.44","123.44","123.44","123.44","","0.41%"
"12/17/1996","122.93","122.93","122.93","122.93","","0.10%"
"12/16/1996","122.81","122.81","122.81","122.81","","-0.25%"
"12/13/1996","123.12","123.12","123.12","123.12","","0.75%"
"12/12/1996","122.20","122.20","122.20","122.20","","-1.52%"
"12/11/1996","124.08","124.08","124.08","124.08","","-0.89%"
"12/10/1996","125.19","125.19","125.19","125.19","","-0.37%"
"12/09/1996","125.66","125.66","125.66","125.66","","0.56%"
"12/06/1996","124.96","124.96","124.96","124.96","","-1.11%"
"12/05/1996","126.36","126.36","126.36","126.36","","0.10%"
"12/04/1996","126.23","126.23","126.23","126.23","","0.29%"
"12/03/1996","125.86","125.86","125.86","125.86","","-0.38%"
