"Date","Price","Open","High","Low","Vol.","Change %"
"12/03/2024","717.49","720.60","723.32","714.63","105.09M","-0.05%"
"12/02/2024","717.87","724.38","725.38","711.69","114.98M","-0.85%"
"11/29/2024","724.06","722.86","725.88","722.11","62.72M","0.34%"
"11/27/2024","721.60","722.36","727.70","720.74","98.52M","-0.10%"
"11/26/2024","722.29","726.36","726.36","719.53","138.74M","-0.23%"
"11/25/2024","723.95","739.54","742.07","722.59","241.09M","-2.01%"
"11/22/2024","738.83","737.52","743.93","736.55","130.64M","0.11%"
"11/21/2024","737.99","735.95","743.11","733.23","173.58M","0.83%"
"11/20/2024","731.95","726.47","732.36","724.73","128.74M","1.00%"
"11/19/2024","724.73","724.80","729.02","722.15","121.36M","-0.67%"
"11/18/2024","729.64","725.79","731.30","723.03","131.39M","1.05%"
"11/15/2024","722.04","723.17","729.84","720.20","139.03M","-0.34%"
"11/14/2024","724.49","725.25","726.64","720.10","127.86M","0.14%"
"11/13/2024","723.47","719.39","726.18","710.77","155.37M","0.84%"
"11/12/2024","717.46","722.13","725.08","716.54","134.59M","-0.46%"
"11/11/2024","720.79","718.17","723.82","714.64","135.39M","0.41%"
"11/08/2024","717.87","713.34","719.15","710.63","148.46M","0.44%"
"11/07/2024","714.70","715.94","716.51","708.72","166.24M","-0.36%"
"11/06/2024","717.29","712.30","722.27","706.14","239.67M","3.54%"
"11/05/2024","692.79","692.17","694.69","688.67","140.65M","0.57%"
"11/04/2024","688.87","680.63","690.01","680.53","131.39M","1.87%"
"11/01/2024","676.20","691.33","693.02","675.22","155.69M","-0.74%"
"10/31/2024","681.25","681.25","686.62","679.47","159.89M","0.66%"
"10/30/2024","676.78","677.95","682.59","675.80","127.69M","0.04%"
"10/29/2024","676.53","684.88","685.88","674.92","123.91M","-1.44%"
"10/28/2024","686.41","676.26","686.87","675.97","124.86M","-0.65%"
"10/25/2024","690.91","693.82","696.14","688.99","130.94M","0.06%"
"10/24/2024","690.49","692.58","694.44","686.86","111.93M","-0.19%"
"10/23/2024","691.83","692.56","695.59","687.63","113.84M","-0.48%"
"10/22/2024","695.16","696.88","698.14","692.53","94.86M","0.20%"
"10/21/2024","693.77","700.84","701.70","692.05","107.30M","-0.21%"
"10/18/2024","695.26","698.11","698.11","690.27","130.54M","-0.35%"
"10/17/2024","697.73","695.49","699.83","693.51","147.04M","0.44%"
"10/16/2024","694.68","695.34","697.08","693.07","105.48M","0.43%"
"10/15/2024","691.70","696.89","699.92","691.14","147.11M","-3.04%"
"10/14/2024","713.40","709.55","715.22","708.38","99.02M","-0.10%"
"10/11/2024","714.08","708.97","716.84","708.97","117.19M","0.48%"
"10/10/2024","710.65","709.45","714.11","704.76","103.54M","0.79%"
"10/09/2024","705.05","697.02","707.26","695.15","97.53M","0.50%"
"10/08/2024","701.53","711.55","711.70","698.15","144.92M","-2.63%"
"10/07/2024","720.50","719.74","725.55","718.44","130.25M","0.35%"
"10/04/2024","717.98","716.01","719.86","709.98","147.28M","1.07%"
"10/03/2024","710.40","701.19","711.11","696.49","169.41M","1.58%"
"10/02/2024","699.34","701.23","703.94","691.51","161.26M","1.12%"
"10/01/2024","691.59","670.67","694.71","669.59","201.34M","2.24%"
"09/30/2024","676.47","669.92","677.18","666.36","149.32M","0.83%"
"09/27/2024","670.92","661.29","672.14","660.53","156.77M","2.11%"
"09/26/2024","657.03","657.97","665.09","655.18","217.22M","-2.00%"
"09/25/2024","670.41","681.38","683.71","668.86","143.54M","-1.90%"
"09/24/2024","683.38","690.89","692.33","682.71","124.26M","-0.29%"
"09/23/2024","685.35","677.48","688.67","676.14","141.06M","1.31%"
"09/20/2024","676.50","676.19","678.41","670.02","293.14M","-0.33%"
"09/19/2024","678.74","680.89","686.22","674.88","146.75M","1.22%"
"09/18/2024","670.56","668.65","678.28","667.22","120.47M","0.25%"
"09/17/2024","668.88","659.90","669.35","658.53","133.74M","1.41%"
"09/16/2024","659.59","657.61","663.38","654.60","141.02M","1.20%"
"09/13/2024","651.79","650.20","657.05","650.20","129.11M","0.42%"
"09/12/2024","649.07","644.07","651.18","641.09","154.82M","0.94%"
"09/11/2024","643.01","648.43","649.04","632.86","173.10M","-0.93%"
"09/10/2024","649.02","662.90","663.50","644.01","145.44M","-1.92%"
"09/09/2024","661.73","657.46","668.26","657.46","145.04M","0.77%"
"09/06/2024","656.67","665.32","669.76","653.84","138.88M","-1.17%"
"09/05/2024","664.42","674.52","674.52","663.65","143.84M","-0.76%"
"09/04/2024","669.50","680.12","683.85","668.40","134.76M","-1.42%"
"09/03/2024","679.11","684.91","684.91","674.52","145.10M","-2.41%"
"08/30/2024","695.86","688.01","696.52","685.95","149.44M","0.27%"
"08/29/2024","694.02","689.07","697.19","683.26","98.60M","1.26%"
"08/28/2024","685.41","687.15","689.47","682.32","90.02M","-0.67%"
"08/27/2024","690.02","696.71","698.43","688.69","91.40M","-0.93%"
"08/26/2024","696.48","695.80","701.66","690.74","103.54M","1.11%"
"08/23/2024","688.81","682.12","690.17","681.51","92.33M","1.48%"
"08/22/2024","678.76","676.77","681.52","675.93","88.77M","0.32%"
"08/21/2024","676.62","680.22","683.64","675.18","109.27M","-0.01%"
"08/20/2024","676.68","694.49","694.49","676.08","123.30M","-2.65%"
"08/19/2024","695.13","693.25","701.68","692.43","109.59M","0.42%"
"08/16/2024","692.25","688.86","693.58","688.20","99.49M","-0.14%"
"08/15/2024","693.22","689.01","695.50","688.40","117.68M","0.86%"
"08/14/2024","687.28","684.20","690.48","681.77","115.48M","0.66%"
"08/13/2024","682.75","684.45","684.75","679.90","128.19M","-1.02%"
"08/12/2024","689.76","688.02","693.94","685.79","108.94M","0.49%"
"08/09/2024","686.40","683.98","689.32","679.58","113.74M","0.28%"
"08/08/2024","684.46","672.84","685.37","672.23","121.86M","2.07%"
"08/07/2024","670.56","673.67","682.15","670.15","145.96M","0.46%"
"08/06/2024","667.46","665.43","674.24","663.17","152.11M","0.40%"
"08/05/2024","664.78","666.46","669.29","657.08","183.78M","-2.02%"
"08/02/2024","678.47","688.71","691.18","671.28","192.12M","-2.26%"
"08/01/2024","694.15","710.18","714.31","690.60","161.97M","-2.56%"
"07/31/2024","712.42","717.91","718.89","712.19","128.84M","0.42%"
"07/30/2024","709.46","699.66","711.56","699.66","128.47M","1.54%"
