"Date","Price","Open","High","Low","Vol.","Change %"
"03/25/2014","298.53","297.58","300.11","297.58","","0.50%"
"03/24/2014","297.05","299.64","301.01","296.08","","-0.80%"
"03/21/2014","299.46","298.06","301.09","298.06","","0.47%"
"03/20/2014","298.05","296.32","298.12","295.42","","0.47%"
"03/19/2014","296.65","299.25","299.82","295.10","","-0.88%"
"03/18/2014","299.29","297.69","299.53","297.69","","0.56%"
"03/17/2014","297.63","295.80","299.38","295.80","","0.79%"
"03/14/2014","295.30","294.89","296.87","294.88","","0.13%"
"03/13/2014","294.92","297.58","299.56","294.31","","-0.82%"
"03/12/2014","297.37","297.04","297.98","296.13","","-0.07%"
"03/11/2014","297.58","300.65","300.66","297.43","","-0.98%"
"03/10/2014","300.54","300.52","300.76","298.11","","-0.12%"
"03/07/2014","300.89","302.77","302.89","300.04","","-0.45%"
"03/06/2014","302.26","301.49","303.88","301.49","","0.36%"
"03/05/2014","301.18","300.52","301.46","299.60","","0.19%"
"03/04/2014","300.61","296.23","300.95","296.23","","1.56%"
"03/03/2014","295.99","296.24","297.03","294.19","","-0.22%"
"02/28/2014","296.64","295.31","297.63","294.97","","0.46%"
"02/27/2014","295.29","293.11","295.30","292.76","","0.68%"
"02/26/2014","293.30","291.36","294.26","291.35","","0.73%"
"02/25/2014","291.16","290.16","292.46","289.52","","0.38%"
"02/24/2014","290.05","291.40","292.72","290.04","","-0.51%"
"02/21/2014","291.53","291.87","293.18","291.51","","-0.11%"
"02/20/2014","291.86","289.25","292.23","288.10","","1.03%"
"02/19/2014","288.88","290.62","293.18","288.68","","-0.73%"
"02/18/2014","291.00","290.85","291.55","289.52","","0.11%"
"02/14/2014","290.69","288.61","291.01","288.26","","0.69%"
"02/13/2014","288.69","285.22","289.28","284.39","","0.95%"
"02/12/2014","285.96","286.88","287.66","285.34","","-0.31%"
"02/11/2014","286.84","283.47","287.64","283.47","","1.21%"
"02/10/2014","283.41","281.98","283.84","281.36","","0.44%"
"02/07/2014","282.16","278.63","282.43","278.45","","1.38%"
"02/06/2014","278.32","274.17","278.53","274.17","","1.52%"
"02/05/2014","274.15","273.35","274.74","270.01","","0.16%"
"02/04/2014","273.72","272.05","275.48","271.62","","0.86%"
"02/03/2014","271.39","278.12","279.02","271.20","","-2.39%"
"01/31/2014","278.04","279.46","280.13","276.31","","-0.60%"
"01/30/2014","279.72","278.80","280.78","277.64","","0.45%"
"01/29/2014","278.48","276.91","281.15","276.25","","0.46%"
"01/28/2014","277.20","276.01","277.88","276.01","","0.54%"
"01/27/2014","275.72","276.90","278.12","273.73","","-0.37%"
"01/24/2014","276.74","284.07","284.07","276.74","","-2.73%"
"01/23/2014","284.50","288.36","288.36","282.66","","-1.47%"
"01/22/2014","288.75","291.66","291.77","288.02","","-0.92%"
