"Date","Price","Open","High","Low","Vol.","Change %"
"06/02/1993","109.60","109.60","109.60","109.60","","0.21%"
"06/01/1993","109.37","109.37","109.37","109.37","","0.91%"
"05/28/1993","108.38","108.38","108.38","108.38","","-0.08%"
"05/27/1993","108.47","108.47","108.47","108.47","","-0.37%"
"05/26/1993","108.87","108.87","108.87","108.87","","0.87%"
"05/25/1993","107.93","107.93","107.93","107.93","","0.84%"
"05/24/1993","107.03","107.03","107.03","107.03","","0.84%"
"05/21/1993","106.14","106.14","106.14","106.14","","-1.33%"
"05/20/1993","107.57","107.57","107.57","107.57","","0.48%"
"05/19/1993","107.06","107.06","107.06","107.06","","2.69%"
"05/18/1993","104.26","104.26","104.26","104.26","","0.91%"
"05/17/1993","103.32","103.32","103.32","103.32","","-0.15%"
"05/14/1993","103.48","103.48","103.48","103.48","","0.90%"
"05/13/1993","102.56","102.56","102.56","102.56","","-2.12%"
"05/12/1993","104.78","104.78","104.78","104.78","","-0.32%"
"05/11/1993","105.12","105.12","105.12","105.12","","0.27%"
"05/10/1993","104.84","104.84","104.84","104.84","","0.32%"
"05/07/1993","104.51","104.51","104.51","104.51","","-0.52%"
"05/06/1993","105.06","105.06","105.06","105.06","","-0.13%"
"05/05/1993","105.20","105.20","105.20","105.20","","-0.17%"
"05/04/1993","105.38","105.38","105.38","105.38","","-0.11%"
"05/03/1993","105.50","105.50","105.50","105.50","","0.48%"
"04/30/1993","105.00","105.00","105.00","105.00","","0.02%"
"04/29/1993","104.98","104.98","104.98","104.98","","-0.13%"
"04/28/1993","105.12","105.12","105.12","105.12","","-1.07%"
"04/27/1993","106.26","106.26","106.26","106.26","","0.55%"
"04/26/1993","105.68","105.68","105.68","105.68","","0.02%"
"04/23/1993","105.66","105.66","105.66","105.66","","-1.23%"
"04/22/1993","106.98","106.98","106.98","106.98","","-1.38%"
"04/21/1993","108.48","108.48","108.48","108.48","","-0.35%"
"04/20/1993","108.86","108.86","108.86","108.86","","-1.06%"
"04/19/1993","110.03","110.03","110.03","110.03","","-0.37%"
"04/16/1993","110.44","110.44","110.44","110.44","","0.78%"
"04/15/1993","109.58","109.58","109.58","109.58","","0.77%"
"04/14/1993","108.74","108.74","108.74","108.74","","-0.23%"
"04/13/1993","108.99","108.99","108.99","108.99","","-0.49%"
"04/12/1993","109.53","109.53","109.53","109.53","","1.19%"
"04/08/1993","108.24","108.24","108.24","108.24","","0.06%"
"04/07/1993","108.17","108.17","108.17","108.17","","-0.26%"
"04/06/1993","108.45","108.45","108.45","108.45","","1.56%"
"04/05/1993","106.78","106.78","106.78","106.78","","-0.09%"
"04/02/1993","106.88","106.88","106.88","106.88","","-1.22%"
"04/01/1993","108.20","108.20","108.20","108.20","","-0.08%"
"03/31/1993","108.29","108.29","108.29","108.29","","0.20%"
"03/30/1993","108.07","108.07","108.07","108.07","","0.33%"
"03/29/1993","107.71","107.71","107.71","107.71","","0.68%"
"03/26/1993","106.98","106.98","106.98","106.98","","-0.62%"
"03/25/1993","107.65","107.65","107.65","107.65","","0.54%"
"03/24/1993","107.07","107.07","107.07","107.07","","0.62%"
"03/23/1993","106.41","106.41","106.41","106.41","","0.33%"
"03/22/1993","106.06","106.06","106.06","106.06","","-0.65%"
"03/19/1993","106.75","106.75","106.75","106.75","","0.03%"
"03/18/1993","106.72","106.72","106.72","106.72","","0.86%"
"03/17/1993","105.81","105.81","105.81","105.81","","-0.82%"
"03/16/1993","106.69","106.69","106.69","106.69","","0.93%"
"03/15/1993","105.71","105.71","105.71","105.71","","1.15%"
"03/12/1993","104.51","104.51","104.51","104.51","","-1.03%"
"03/11/1993","105.60","105.60","105.60","105.60","","-0.91%"
"03/10/1993","106.57","106.57","106.57","106.57","","-0.45%"
"03/09/1993","107.05","107.05","107.05","107.05","","-0.63%"
"03/08/1993","107.73","107.73","107.73","107.73","","2.11%"
"03/05/1993","105.50","105.50","105.50","105.50","","-1.33%"
"03/04/1993","106.92","106.92","106.92","106.92","","-0.28%"
"03/03/1993","107.22","107.22","107.22","107.22","","1.02%"
"03/02/1993","106.14","106.14","106.14","106.14","","0.72%"
"03/01/1993","105.38","105.38","105.38","105.38","","-0.44%"
"02/26/1993","105.85","105.85","105.85","105.85","","-0.11%"
"02/25/1993","105.97","105.97","105.97","105.97","","-0.06%"
"02/24/1993","106.03","106.03","106.03","106.03","","0.81%"
"02/23/1993","105.18","105.18","105.18","105.18","","0.26%"
"02/22/1993","104.91","104.91","104.91","104.91","","1.81%"
"02/19/1993","103.04","103.04","103.04","103.04","","1.38%"
"02/18/1993","101.64","101.64","101.64","101.64","","0.14%"
"02/17/1993","101.50","101.50","101.50","101.50","","0.63%"
"02/16/1993","100.86","100.86","100.86","100.86","","-1.56%"
"02/12/1993","102.46","102.46","102.46","102.46","","0.00%"
"02/11/1993","102.46","102.46","102.46","102.46","","0.22%"
"02/10/1993","102.23","102.23","102.23","102.23","","0.92%"
"02/09/1993","101.30","101.30","101.30","101.30","","-0.07%"
"02/08/1993","101.37","101.37","101.37","101.37","","0.06%"
"02/05/1993","101.31","101.31","101.31","101.31","","-0.57%"
"02/04/1993","101.89","101.89","101.89","101.89","","-0.16%"
"02/03/1993","102.05","102.05","102.05","102.05","","0.78%"
"02/02/1993","101.26","101.26","101.26","101.26","","0.35%"
"02/01/1993","100.91","100.91","100.91","100.91","","1.67%"
"01/29/1993","99.25","99.25","99.25","99.25","","-1.29%"
"01/28/1993","100.55","100.55","100.55","100.55","","-0.26%"
"01/27/1993","100.81","100.81","100.81","100.81","","-0.16%"
"01/26/1993","100.97","100.97","100.97","100.97","","-0.48%"
"01/25/1993","101.46","101.46","101.46","101.46","","-1.04%"
"01/22/1993","102.53","102.53","102.53","102.53","","-0.13%"
"01/21/1993","102.66","102.66","102.66","102.66","","1.77%"
"01/20/1993","100.87","100.87","100.87","100.87","","-1.06%"
"01/19/1993","101.95","101.95","101.95","101.95","","-0.24%"
"01/18/1993","102.20","102.20","102.20","102.20","","0.47%"
"01/15/1993","101.72","101.72","101.72","101.72","","0.24%"
"01/14/1993","101.48","101.48","101.48","101.48","","1.11%"
"01/13/1993","100.37","100.37","100.37","100.37","","1.06%"
"01/12/1993","99.32","99.32","99.32","99.32","","0.38%"
"01/11/1993","98.94","98.94","98.94","98.94","","0.32%"
"01/08/1993","98.62","98.62","98.62","98.62","","-0.87%"
"01/07/1993","99.49","99.49","99.49","99.49","","0.02%"
"01/06/1993","99.47","99.47","99.47","99.47","","0.92%"
"01/05/1993","98.56","98.56","98.56","98.56","","0.33%"
"01/04/1993","98.24","98.24","98.24","98.24","","-0.26%"
"12/31/1992","98.50","98.50","98.50","98.50","","-0.69%"
"12/30/1992","99.18","99.18","99.18","99.18","","-0.19%"
"12/29/1992","99.37","99.37","99.37","99.37","","0.20%"
"12/28/1992","99.17","99.17","99.17","99.17","","-1.46%"
"12/24/1992","100.64","100.64","100.64","100.64","","-0.22%"
"12/23/1992","100.86","100.86","100.86","100.86","","1.17%"
"12/22/1992","99.69","99.69","99.69","99.69","","0.38%"
"12/21/1992","99.31","99.31","99.31","99.31","","0.70%"
"12/18/1992","98.62","98.62","98.62","98.62","","1.26%"
"12/17/1992","97.39","97.39","97.39","97.39","","1.03%"
"12/16/1992","96.40","96.40","96.40","96.40","","0.42%"
"12/15/1992","96.00","96.00","96.00","96.00","","-0.18%"
"12/14/1992","96.17","96.17","96.17","96.17","","0.23%"
"12/11/1992","95.95","95.95","95.95","95.95","","0.29%"
"12/10/1992","95.67","95.67","95.67","95.67","","-0.26%"
"12/09/1992","95.92","95.92","95.92","95.92","","0.17%"
"12/08/1992","95.76","95.76","95.76","95.76","","0.99%"
"12/07/1992","94.82","94.82","94.82","94.82","","0.98%"
"12/04/1992","93.90","93.90","93.90","93.90","","0.44%"
"12/03/1992","93.49","93.49","93.49","93.49","","0.05%"
"12/02/1992","93.44","93.44","93.44","93.44","","-0.14%"
"12/01/1992","93.57","93.57","93.57","93.57","","-0.17%"
"11/30/1992","93.73","93.73","93.73","93.73","","-0.03%"
"11/27/1992","93.76","93.76","93.76","93.76","","-0.72%"
